pid,author,tid,title,kana,trans,kousakun,kousakuk,status,statusdate,original,publisher,editionn,editionk
000416,"伊藤 野枝",046559,"結婚と恋愛",新字旧仮名,"伊藤 野枝","門田裕志","Juki",公開,2009-08-21,"定本　伊藤野枝全集　第四巻　翻訳","學藝書林","2000（平成12）年12月15日初版","2000（平成12）年12月15日初版"
000416,"伊藤 野枝",047403,"乞食の名誉",新字旧仮名,"","門田裕志","Juki",公開,2013-07-02,"定本　伊藤野枝全集　第一巻　創作","學藝書林","2000（平成12）年3月15日初版","2000（平成12）年3月15日初版"
000416,"伊藤 野枝",046562,"子供の保護",新字旧仮名,"伊藤 野枝","門田裕志","Juki",公開,2009-07-07,"定本　伊藤野枝全集　第四巻　翻訳","學藝書林","2000（平成12）年12月15日初版","2000（平成12）年12月15日初版"
000416,"伊藤 野枝",056989,"最近の感想",新字旧仮名,"","酒井裕二","きゅうり",公開,2019-04-22,"定本　伊藤野枝全集　第二巻　評論・随筆・書簡1――『青鞜』の時代","學藝書林","2000（平成12）年5月31日初版","2000（平成12）年5月31日初版"
000416,"伊藤 野枝",057157,"サニンの態度",新字旧仮名,"","酒井裕二","きゅうり",公開,2019-01-21,"定本　伊藤野枝全集　第二巻　評論・随筆・書簡１――『青鞜』の時代","學藝書林","2000（平成12）年5月31日初版","2000（平成12）年5月31日初版"
000416,"伊藤 野枝",056993,"私信 ――野上彌生様へ",新字旧仮名,"","酒井裕二","雪森",公開,2016-09-16,"定本　伊藤野枝全集　第二巻　評論・随筆・書簡1――『青鞜』の時代","學藝書林","2000（平成12）年5月31日初版","　"
000416,"伊藤 野枝",003616,"出奔",新字新仮名,"","林幸雄","UMEKI Yoshimi",公開,2002-11-18,"伊藤野枝全集　上","學藝書林","1986（昭和61）年11月25日第4刷発行",""
000416,"伊藤 野枝",046560,"少数と多数",新字旧仮名,"伊藤 野枝","門田裕志","Juki",公開,2009-08-21,"定本　伊藤野枝全集　第四巻　翻訳","學藝書林","2000（平成12）年12月15日初版","2000（平成12）年12月15日初版"
000416,"伊藤 野枝",056997,"消息",新字旧仮名,"","酒井裕二","きゅうり",公開,2019-04-22,"定本　伊藤野枝全集　第二巻　評論・随筆・書簡1――『青鞜』の時代","學藝書林","2000（平成12）年5月31日初版","2000（平成12）年5月31日初版"
000416,"伊藤 野枝",057133,"編輯室より （一九一五年二月号）",新字旧仮名,"","酒井裕二","雪森",公開,2017-01-21,"定本　伊藤野枝全集　第二巻　評論・随筆・書簡1――『青鞜』の時代","學藝書林","2000（平成12）年5月31日初版","2000（平成12）年5月31日初版"
000416,"伊藤 野枝",057134,"編輯室より （一九一五年六月号）",新字旧仮名,"","酒井裕二","雪森",公開,2017-03-30,"定本　伊藤野枝全集　第二巻　評論・随筆・書簡1――『青鞜』の時代","學藝書林","2000（平成12）年5月31日初版","2000（平成12）年5月31日初版"
000416,"伊藤 野枝",057135,"編輯室より （一九一三年七月号）",新字旧仮名,"","酒井裕二","雪森",公開,2016-10-25,"定本　伊藤野枝全集　第二巻　評論・随筆・書簡1――『青鞜』の時代","學藝書林","2000（平成12）年5月31日初版","2000（平成12）年5月31日初版"
000416,"伊藤 野枝",057136,"編輯室より （一九一三年六月号）",新字旧仮名,"","酒井裕二","雪森",公開,2016-10-25,"定本　伊藤野枝全集　第二巻　評論・随筆・書簡1――『青鞜』の時代","學藝書林","2000（平成12）年5月31日初版","2000（平成12）年5月31日初版"
000416,"伊藤 野枝",057138,"編輯室より （一九一四年一一月号）",新字旧仮名,"","酒井裕二","雪森",公開,2016-12-18,"定本　伊藤野枝全集　第二巻　評論・随筆・書簡1――『青鞜』の時代","學藝書林","2000（平成12）年5月31日初版","2000（平成12）年5月31日初版"
000416,"伊藤 野枝",057139,"編輯室より （一九一四年一二月号）",新字旧仮名,"","酒井裕二","雪森",公開,2016-12-18,"定本　伊藤野枝全集　第二巻　評論・随筆・書簡1――『青鞜』の時代","學藝書林","2000（平成12）年5月31日初版","2000（平成12）年5月31日初版"
000416,"伊藤 野枝",057140,"編輯室より （一九一六年二月号）",新字旧仮名,"","酒井裕二","雪森",公開,2017-04-20,"定本　伊藤野枝全集　第二巻　評論・随筆・書簡1――『青鞜』の時代","學藝書林","2000（平成12）年5月31日初版","2000（平成12）年5月31日初版"
000416,"伊藤 野枝",057141,"編輯室より （一九一六年一月号）",新字旧仮名,"","酒井裕二","雪森",公開,2017-04-20,"定本　伊藤野枝全集　第二巻　評論・随筆・書簡1――『青鞜』の時代","學藝書林","2000（平成12）年5月31日初版","2000（平成12）年5月31日初版"
000416,"伊藤 野枝",057142,"編輯室より （一九一四年一月号）",新字旧仮名,"","酒井裕二","雪森",公開,2016-11-18,"定本　伊藤野枝全集　第二巻　評論・随筆・書簡1――『青鞜』の時代","學藝書林","2000（平成12）年5月31日初版","2000（平成12）年5月31日初版"
000416,"伊藤 野枝",057137,"編輯室より （一九一四年三月号）",新字旧仮名,"","酒井裕二","雪森",公開,2016-11-18,"定本　伊藤野枝全集　第二巻　評論・随筆・書簡1――『青鞜』の時代","學藝書林","2000（平成12）年5月31日初版","2000（平成12）年5月31日初版"
000416,"伊藤 野枝",057143,"編輯だより （一九一五年九月号）",新字旧仮名,"","酒井裕二","雪森",公開,2017-04-10,"定本　伊藤野枝全集　第二巻　評論・随筆・書簡1――『青鞜』の時代","學藝書林","2000（平成12）年5月31日初版","2000（平成12）年5月31日初版"
000416,"伊藤 野枝",047409,"惑ひ",新字旧仮名,"","門田裕志","Juki",公開,2013-10-17,"定本　伊藤野枝全集　第一巻　創作","學藝書林","2000（平成12）年3月15日初版","2000（平成12）年3月15日初版"
000416,"伊藤 野枝",047408,"惑ひ",新字旧仮名,"","門田裕志","Juki",公開,2013-06-27,"定本　伊藤野枝全集　第一巻　創作","學藝書林","2000（平成12）年3月15日初版","2000（平成12）年3月15日初版"
000416,"伊藤 野枝",046558,"恋愛と道徳",新字旧仮名,"伊藤 野枝","門田裕志","Juki",公開,2008-10-20,"定本　伊藤野枝全集　第四巻　翻訳","學藝書林","2000（平成12）年12月15日初版","2000（平成12）年12月15日初版"
000416,"伊藤 野枝",003617,"わがまま",新字新仮名,"","林幸雄","UMEKI Yoshimi",公開,2002-11-18,"伊藤野枝全集　上","學藝書林","1986（昭和61）年発行",""
000416,"伊藤 野枝",057154,"妾の会つた男の人人",新字旧仮名,"","酒井裕二","Juki",公開,2017-12-14,"定本　伊藤野枝全集　第二巻　評論・随筆・書簡1――『青鞜』の時代","學藝書林","2000（平成12）年5月31日初版","2000（平成12）年5月31日初版"
000416,"伊藤 野枝",057156,"妾の会つた男の人々（野依秀一、中村弧月印象録）",新字旧仮名,"","酒井裕二","Juki",公開,2017-07-19,"定本　伊藤野枝全集　第二巻　評論・随筆・書簡1――『青鞜』の時代","學藝書林","2000（平成12）年5月31日初版","2000（平成12）年5月31日初版"
001961,"稲垣 巌",058832,"父八雲を語る",新字新仮名,"","林田清明","フクポー",公開,2018-09-26,"ある英語教師の思い出　――小泉八雲の次男・稲垣巌の生涯","恒文社","1992（平成4）年11月20日第1版第1刷","1992（平成4）年11月20日第1版第1刷"
001543,"犬養 健",052219,"亜剌比亜人エルアフイ",新字旧仮名,"","門田裕志","仙酔ゑびす",公開,2011-01-01,"現代日本文學大系　62","筑摩書房","1987（昭和62）年9月15日初版第12刷","1987（昭和62）年9月15日初版第12刷"
001543,"犬養 健",057907,"“指揮権発動”を書かざるの記",新字新仮名,"","sogo","フクポー",公開,2018-08-28,"「文藝春秋」にみる昭和史　第二巻","文藝春秋","1988（昭和63）年3月15日第3刷","1988（昭和63）年2月25日第1刷発行"
001543,"犬養 健",052222,"姉弟と新聞配達",新字旧仮名,"","門田裕志","仙酔ゑびす",公開,2011-01-07,"現代日本文學大系　62","筑摩書房","1987（昭和62）年9月15日初版第12刷","1987（昭和62）年9月15日初版第12刷"
001289,"犬田 卯",047139,"一老人",新字新仮名,"","林幸雄","松永正敏",公開,2008-01-05,"犬田卯短編集二","筑波書林","1982((昭和57)年2月15日第1刷","　"
001289,"犬田 卯",047140,"おびとき",新字新仮名,"","林幸雄","松永正敏",公開,2008-01-05,"犬田卯短編集二","筑波書林","1982((昭和57)年2月15日第1刷","　"
001289,"犬田 卯",047141,"錦紗",新字新仮名,"","林幸雄","松永正敏",公開,2008-01-05,"犬田卯短編集二","筑波書林","1982((昭和57)年2月15日第1刷","　"
001289,"犬田 卯",047142,"競馬",新字新仮名,"","林幸雄","松永正敏",公開,2008-01-05,"犬田卯短編集二","筑波書林","1982((昭和57)年2月15日第1刷","　"
001289,"犬田 卯",047143,"荒蕪地",新字新仮名,"","林幸雄","松永正敏",公開,2008-01-09,"犬田卯短編集二","筑波書林","1982((昭和57)年2月15日第1刷","　"
001289,"犬田 卯",047144,"瘤",新字新仮名,"","林幸雄","松永正敏",公開,2008-01-01,"犬田卯短編集　一","筑波書林","1982（昭和57）年2月15日第1刷","　"
001289,"犬田 卯",047145,"米",新字新仮名,"","林幸雄","松永正敏",公開,2008-01-09,"犬田卯短編集　一","筑波書林","1982（昭和57）年2月15日第1刷","　"
001289,"犬田 卯",047146,"沼畔小話集",新字新仮名,"","林幸雄","松永正敏",公開,2008-01-09,"犬田卯短編集二","筑波書林","1982((昭和57)年2月15日第1刷","　"
001289,"犬田 卯",047147,"橋の上",新字新仮名,"","林幸雄","松永正敏",公開,2008-01-09,"犬田卯短編集　一","筑波書林","1982（昭和57）年2月15日第1刷","　"
001021,"井上 円了",050117,"欧米各国　政教日記",新字新仮名,"","門田裕志","木浦",公開,2012-10-21,"井上円了・世界旅行記","柏書房","2003（平成15）年11月15日第1刷","2003（平成15）年11月15日第1刷"
001021,"井上 円了",049355,"おばけの正体",新字新仮名,"","門田裕志","岡村和彦",公開,2016-06-05,"井上円了　妖怪学全集　第5巻","柏書房","2000（平成12）年5月10日第1刷","2000（平成12）年5月10日第1刷"
001021,"井上 円了",049268,"甲州郡内妖怪事件取り調べ報告",新字新仮名,"","門田裕志","Juki",公開,2011-03-29,"井上円了　妖怪学全集　第6巻","柏書房","2001（平成13）年6月5日第1刷","2001（平成13）年6月5日第1刷"
001021,"井上 円了",004852,"失念術講義",旧字旧仮名,"","田辺浩昭","Juki",公開,2012-06-09,"失※［＃「人がしら／二／心」、U+2B779］術講義","哲學館","1895（明治28）9月25日再版",""
001021,"井上 円了",050118,"西航日録",新字新仮名,"","門田裕志","仙酔ゑびす",公開,2010-12-31,"井上円了・世界旅行記","柏書房","2003（平成15）年11月15日第1刷","2003（平成15）年11月15日第1刷"
001021,"井上 円了",049370,"通俗講義　霊魂不滅論",新字新仮名,"","門田裕志","Juki",公開,2017-06-06,"井上円了　妖怪学全集　第4巻","柏書房","2000（平成12）年3月20日第1刷","2000（平成12）年3月20日第1刷"
001021,"井上 円了",050119,"南半球五万哩",新字新仮名,"","門田裕志","仙酔ゑびす",公開,2011-10-25,"井上円了・世界旅行記","柏書房","2003（平成15）年11月15日第1刷","2003（平成15）年11月15日第1刷"
001021,"井上 円了",049373,"迷信解",新字新仮名,"","門田裕志","仙酔ゑびす",公開,2010-08-13,"井上円了　妖怪学全集　第4巻","柏書房","2000（平成12）年3月20日第1刷","2000（平成12）年3月20日第1刷"
001021,"井上 円了",049374,"迷信と宗教",新字新仮名,"","門田裕志","岡村和彦",公開,2016-04-01,"井上円了　妖怪学全集　第5巻","柏書房","2000（平成12）年5月10日第1刷","2000（平成12）年5月10日第1刷"
001021,"井上 円了",049269,"妖怪学",新字新仮名,"","門田裕志","成宮佐知子",公開,2013-04-28,"井上円了　妖怪学全集　第6巻","柏書房","2001（平成13）年6月5日第1刷","2001（平成13）年6月5日第1刷"
001021,"井上 円了",049270,"妖怪学一斑",新字新仮名,"","門田裕志","Juki",公開,2011-02-03,"井上円了　妖怪学全集　第6巻","柏書房","2001（平成13）年6月5日第1刷","2001（平成13）年6月5日第1刷"
001021,"井上 円了",049271,"妖怪研究",新字新仮名,"","門田裕志","Juki",公開,2009-05-07,"井上円了　妖怪学全集　第6巻","柏書房","2001（平成13）年6月5日第1刷","2001（平成13）年6月5日第1刷"
001021,"井上 円了",049375,"妖怪玄談",新字新仮名,"","門田裕志","仙酔ゑびす",公開,2010-09-15,"井上円了　妖怪学全集　第4巻","柏書房","2000（平成12）年3月20日第1刷","2000（平成12）年3月20日第1刷"
001021,"井上 円了",049273,"妖怪談",新字新仮名,"","門田裕志","Juki",公開,2012-07-30,"井上円了　妖怪学全集　第6巻","柏書房","2001（平成13）年6月5日第1刷","2001（平成13）年6月5日第1刷"
001021,"井上 円了",049274,"妖怪報告",新字新仮名,"","門田裕志","Juki",公開,2010-09-25,"井上円了　妖怪学全集　第6巻","柏書房","2001（平成13）年6月5日第1刷","2001（平成13）年6月5日第1刷"
001125,"井上 紅梅",042934,"阿Ｑ正伝",新字新仮名,"井上 紅梅","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班",公開,2004-09-20,"魯迅全集","改造社","1932（昭和7）年11月18日",""
001125,"井上 紅梅",042935,"明日",新字新仮名,"井上 紅梅","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班",公開,2004-04-01,"魯迅全集","改造社","1932（昭和7）年11月18日",""
001125,"井上 紅梅",043411,"兎と猫",新字新仮名,"井上 紅梅","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班",公開,2008-07-18,"魯迅全集","改造社","1932（昭和7）年11月18日","1932（昭和7）年11月18日"
