pid,author,tid,title,kana,trans,kousakun,kousakuk,status,statusdate,original,publisher,editionn,editionk
001125,"井上 紅梅",042939,"故郷",新字新仮名,"井上 紅梅","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班",公開,2004-04-01,"魯迅全集","改造社","1932（昭和7）年11月18日",""
001125,"井上 紅梅",043019,"些細な事件",新字新仮名,"井上 紅梅","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班",公開,2008-07-18,"魯迅全集","改造社","1932（昭和7）年11月18日","1932（昭和7）年11月18日"
001125,"井上 紅梅",043020,"端午節",新字新仮名,"井上 紅梅","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班",公開,2004-05-05,"魯迅全集","改造社","1932（昭和7）年11月18日",""
001125,"井上 紅梅",043021,"頭髪の故事",新字新仮名,"井上 紅梅","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班",公開,2008-07-18,"魯迅全集","改造社","1932（昭和7）年11月18日","1932（昭和7）年11月18日"
001125,"井上 紅梅",042933,"「吶喊」原序",新字新仮名,"井上 紅梅","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班",公開,2008-07-07,"魯迅全集","改造社","1932（昭和7）年11月18日","1932（昭和7）年11月18日"
001125,"井上 紅梅",043413,"白光",新字新仮名,"井上 紅梅","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班",公開,2006-05-27,"魯迅全集","改造社","1932（昭和7）年11月18日","1932（昭和7）年11月18日"
001125,"井上 紅梅",043022,"風波",新字新仮名,"井上 紅梅","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班",公開,2009-08-22,"魯迅全集","改造社","1932（昭和7）年11月18日発行",""
001125,"井上 紅梅",043414,"不周山",新字新仮名,"井上 紅梅","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班",公開,2007-07-04,"魯迅全集","改造社","1932（昭和7）年11月18日","1932（昭和7）年11月18日"
001125,"井上 紅梅",043415,"村芝居",新字新仮名,"井上 紅梅","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班",公開,2004-09-21,"魯迅全集","改造社","1932（昭和7）年11月18日",""
001595,"井上 準之助",054908,"金解禁前後の経済事情",旧字旧仮名,"","田辺浩昭","染川隆俊",公開,2014-07-26,"金解禁前後の経済事情","不明","1930（昭和5）年1月11日　","1930（昭和5）年1月11日　"
001595,"井上 準之助",053683,"最近欧米に於ける財政経済事情",新字旧仮名,"","田辺浩昭","小林繁雄",公開,2011-09-15,"教化資料第六輯　最近歐米に於ける財政經濟事情","教化團體聯合会","1924（大正13）年10月14日",""
001685,"井上 貞治郎",054902,"私の履歴書 ――放浪の末、段ボールを思いつく",新字新仮名,"","sogo","仙酔ゑびす",公開,2014-01-01,"私の履歴書　昭和の経営者群像1","日本経済新聞社","1992（平成4）年9月25日1刷","1992（平成4）年9月25日1刷"
000420,"井上 哲次郎",048846,"「西周哲学著作集」序",旧字旧仮名,"","岩澤秀紀","フクポー",公開,2018-12-07,"西周哲學著作集","岩波書店","1933（昭和8）年10月20日第1刷","1933（昭和8）年10月20日第1刷"
000420,"井上 哲次郎",047507,"明治哲学界の回顧 01 序論",新字新仮名,"","岩澤秀紀","小林繁雄",公開,2008-07-19,"現代日本思想大系 　24　哲学思想","筑摩書房","1975（昭和50）年5月30日初版第9刷","1965（昭和40）年9月20日"
000420,"井上 哲次郎",047844,"明治哲学界の回顧 04 結論――自分の立場",新字新仮名,"","岩澤秀紀","小林繁雄",公開,2008-07-19,"現代日本思想大系　24　哲学思想","筑摩書房","1975（昭和50）年5月30日初版第9刷","1965（昭和40）年9月20日版第1刷"
002034,"井上 基志",059405,"人間本性論（人性論） 実験的研究方法を精神上の主題に導入する一つの企て",新字新仮名,"井上 基志","井上基志","",公開,2019-01-13,"","","",""
001315,"井上 良夫",047766,"J・D・カーの密室犯罪の研究",新字新仮名,"","川山隆","伊藤時也",公開,2008-12-02,"「探偵」傑作選　幻の探偵雑誌9","光文社文庫、光文社","2002（平成14）年1月20日初版1刷","2002（平成14）年1月20日初版1刷"
000232,"伊波 普猷",054137,"ユタの歴史的研究",新字新仮名,"","しだひろし","成宮佐知子",公開,2014-05-06,"沖縄女性史","平凡社ライブラリー、平凡社","2000（平成12）年11月10日初版第1刷","2000（平成12）年11月10日初版第1刷"
000232,"伊波 普猷",054136,"私の子供時分",新字新仮名,"","しだひろし","安里努",公開,2014-07-06,"沖縄女性史","平凡社ライブラリー、平凡社","2000（平成12）年11月10日初版第1刷","2000（平成12）年11月10日初版第1刷　"
001336,"伊庭 心猿",051301,"緑雨と一葉",旧字旧仮名,"","Ｈ．ＹＡＭ","Juki",公開,2017-11-23,"眞間第一册","不二菱","1947（昭和22）年6月25日初版","1947（昭和22）年6月25日初版"
001216,"井原 西鶴",015938,"元禄時代小説第一巻「本朝二十不孝」ぬきほ（言文一致訳）",新字新仮名,"宮本 百合子","柴田卓治","土屋隆",公開,2009-05-20,"宮本百合子全集　第二十八巻","新日本出版社","1986（昭和61）年3月20日第6刷","1986（昭和61）年3月20日第6刷"
001028,"イプセン ヘンリック",004797,"人形の家",旧字旧仮名,"島村 抱月","土屋隆","松永正敏",公開,2008-07-01,"人形の家","角川文庫、角川書店","1961（昭和36）年4月30日17版","1957（昭和32）年6月20日10版"
001210,"違星 北斗",045627,"北斗帖",新字新仮名,"","田中敬三","土屋隆",公開,2006-09-15,"北海道文学全集　第11巻","立風書房","1980（昭和55）年11月10日初版第1刷","1980（昭和55）年11月10日初版第1刷"
000234,"今井 邦子",050415,"伊那紀行",旧字旧仮名,"","林幸雄","富田倫生",公開,2012-06-12,"信濃詩情","明日香書房","1946（昭和21）年12月15日","1946（昭和21）年12月15日"
000234,"今井 邦子",050416,"誠心院の一夜",旧字旧仮名,"","林幸雄","富田倫生",公開,2012-06-12,"信濃詩情","明日香書房","1946（昭和21）年12月15日","1946（昭和21）年12月15日"
000234,"今井 邦子",050417,"滝",旧字旧仮名,"","林幸雄","富田倫生",公開,2012-06-12,"信濃詩情","明日香書房","1946（昭和21）年12月15日","1946（昭和21）年12月15日"
001779,"江戸川 乱歩",057502,"探偵小説の「謎」",新字新仮名,"","華猫","まつもこ",公開,2017-07-28,"新版　探偵小説の「謎」","現代教養文庫、社会思想社","1999（平成11）年4月30日新版第1刷","1999（平成11）年4月30日新版第1刷"
001779,"江戸川 乱歩",056686,"探偵少年",新字新仮名,"","sogo","大久保ゆう",公開,2018-08-12,"おれは二十面相だ／妖星人Ｒ","江戸川乱歩推理文庫、講談社","1988（昭和63）年9月8日第1刷","1988（昭和63）年9月8日第1刷"
001779,"江戸川 乱歩",057107,"超人ニコラ",新字新仮名,"","sogo","茅宮君子",公開,2018-03-16,"超人ニコラ／大金塊","江戸川乱歩推理文庫、講談社","1988（昭和63）年10月8日第1刷","1988（昭和63）年10月8日第1刷"
001779,"江戸川 乱歩",058464,"妻に失恋した男",新字新仮名,"","nami","きゅうり",公開,2018-06-01,"江戸川乱歩全集　第21巻　ふしぎな人","光文社文庫、光文社","2005（平成17）年3月20日初版1刷","2005（平成17）年3月20日初版1刷"
001779,"江戸川 乱歩",056650,"Ｄ坂の殺人事件",新字新仮名,"","砂場清隆","湖山ルル",公開,2016-02-21,"江戸川乱歩全集　第1巻　屋根裏の散歩者","光文社文庫、光文社","2004（平成16）年7月20日初版1刷","2004（平成16）年7月20日初版1刷"
001779,"江戸川 乱歩",057108,"鉄人Ｑ",新字新仮名,"","sogo","大久保ゆう",公開,2017-03-16,"塔上の奇術師／鉄人Ｑ","江戸川乱歩推理文庫、講談社","1988（昭和63）年7月8日第1刷","1988（昭和63）年7月8日第1刷"
001779,"江戸川 乱歩",056675,"鉄塔の怪人",新字新仮名,"","sogo","大久保ゆう",公開,2016-11-22,"鉄塔の怪人／海底の魔術師","江戸川乱歩推理文庫、講談社","1988（昭和63）年2月8日第1刷","1988（昭和63）年2月8日第1刷"
001779,"江戸川 乱歩",056687,"天空の魔人",新字新仮名,"","sogo","大久保ゆう",公開,2018-09-15,"おれは二十面相だ／妖星人Ｒ","江戸川乱歩推理文庫、講談社","1988（昭和63）年9月8日第1刷","1988（昭和63）年9月8日第1刷"
001779,"江戸川 乱歩",056689,"電人Ｍ",新字新仮名,"","sogo","茅宮君子",公開,2018-02-17,"仮面の恐怖王／電人Ｍ","江戸川乱歩推理文庫、講談社","1988（昭和63）年8月8日第1刷","1988（昭和63）年8月8日第1刷"
001779,"江戸川 乱歩",057109,"塔上の奇術師",新字新仮名,"","sogo","大久保ゆう",公開,2017-02-15,"塔上の奇術師／鉄人Ｑ","江戸川乱歩推理文庫、講談社","1988（昭和63）年7月8日第1刷","1988（昭和63）年7月8日第1刷"
001779,"江戸川 乱歩",057189,"盗難",新字新仮名,"","門田裕志","江村秀之",公開,2017-12-22,"江戸川乱歩全集　第1巻　屋根裏の散歩者","光文社文庫、光文社","2012（平成24）年8月15日7刷","2007（平成19）年1月30日5刷"
001779,"江戸川 乱歩",057229,"透明怪人",新字新仮名,"","sogo","大久保ゆう",公開,2017-05-14,"虎の牙／透明怪人","江戸川乱歩推理文庫、講談社","1987（昭和62）年12月8日第1刷","1987（昭和62）年12月8日第1刷"
001779,"江戸川 乱歩",057509,"毒草",新字新仮名,"","金城学院大学　電子書籍制作","門田裕志",公開,2018-04-26,"江戸川乱歩全集　第3巻　陰獣","光文社文庫、光文社","2005（平成17）年11月20日初版1刷","2009（平成21）年7月20日2刷"
001779,"江戸川 乱歩",056672,"虎の牙",新字新仮名,"","sogo","大久保ゆう",公開,2017-04-14,"虎の牙／透明怪人","江戸川乱歩推理文庫、講談社","1987（昭和62）年12月8日第1刷","1987（昭和62）年12月8日第1刷"
001779,"江戸川 乱歩",057414,"一人の芭蕉の問題",旧字旧仮名,"","第二回シャッカソンメンバー乱歩班","sogo",公開,2016-10-10,"日本推理作家協会賞受賞作全集　7　幻影城","双葉文庫、双葉社","1995（平成7）年5月15日第1刷","1995（平成7）年5月15日第1刷"
001779,"江戸川 乱歩",057193,"一人二役",新字新仮名,"","門田裕志","A.K.",公開,2016-08-31,"江戸川乱歩全集　第1巻　屋根裏の散歩者","光文社文庫、光文社","2012（平成24）年8月15日7刷","2004（平成16）年7月20日初版1刷"
001779,"江戸川 乱歩",057520,"火縄銃",新字新仮名,"","金城学院大学　電子書籍制作","A.K.",公開,2019-03-16,"江戸川乱歩全集　第8巻　目羅博士の不思議な犯罪","光文社文庫、光文社","2004（平成16）年6月20日初版1刷","2004（平成16）年6月20日初版1刷"
001779,"江戸川 乱歩",057194,"百面相役者",新字新仮名,"","門田裕志","岡村和彦",公開,2016-11-10,"江戸川乱歩全集　第1巻　屋根裏の散歩者","光文社文庫、光文社","2012（平成24）年8月15日7刷","2004（平成16）年7月20日初版1刷"
001779,"江戸川 乱歩",057512,"覆面の舞踏者",新字新仮名,"","金城学院大学　電子書籍制作","まつもこ",公開,2018-08-29,"江戸川乱歩全集　第3巻　陰獣","光文社文庫、光文社","2005（平成17）年11月20日初版1刷","2005（平成17）年11月20日初版1刷"
001779,"江戸川 乱歩",057230,"ふしぎな人",新字新仮名,"","sogo","北川松生",公開,2016-07-16,"江戸川乱歩全集　第21巻　ふしぎな人","光文社文庫、光文社","2005（平成17）年3月20日初版1刷","2005（平成17）年3月20日初版1刷"
001779,"江戸川 乱歩",056682,"魔法人形",新字新仮名,"","sogo","大久保ゆう",公開,2018-06-15,"魔法人形／サーカスの怪人","江戸川乱歩推理文庫、講談社","1988（昭和63）年5月6日第1刷","1988（昭和63）年5月6日第1刷"
001779,"江戸川 乱歩",056679,"魔法博士",新字新仮名,"","sogo","茅宮君子",公開,2017-09-15,"灰色の巨人／魔法博士","江戸川乱歩推理文庫、講談社","1988（昭和63）年3月8日第1刷","1988（昭和63）年3月8日第1刷"
001779,"江戸川 乱歩",057165,"まほうやしき",新字新仮名,"","sogo","みきた",公開,2017-01-15,"文庫の雑誌／ぼくらの推理冒険物語　少年探偵王　本格推理マガジン","光文社文庫、光文社","2002（平成14）年4月20日初版1刷","2002（平成14）年4月20日初版1刷"
001779,"江戸川 乱歩",057195,"夢遊病者の死",新字新仮名,"","門田裕志","江村秀之",公開,2017-10-07,"江戸川乱歩全集　第1巻　屋根裏の散歩者","光文社文庫、光文社","2012（平成24）年8月15日7刷","2007（平成19）年1月30日5刷"
001779,"江戸川 乱歩",057513,"木馬は廻る",新字新仮名,"","金城学院大学　電子書籍制作","まつもこ",公開,2018-08-29,"江戸川乱歩全集　第3巻　陰獣","光文社文庫、光文社","2005（平成17）年11月20日初版1刷","2005（平成17）年11月20日初版1刷"
001779,"江戸川 乱歩",057514,"モノグラム",新字新仮名,"","金城学院大学　電子書籍制作","門田裕志",公開,2017-10-28,"江戸川乱歩全集　第3巻　陰獣","光文社文庫、光文社","2005（平成17）年11月20日初版1刷","2009（平成21）年7月20日2刷"
001779,"江戸川 乱歩",056684,"夜光人間",新字新仮名,"","sogo","大久保ゆう",公開,2018-07-15,"奇面城の秘密／夜光人間","江戸川乱歩推理文庫、講談社","1988（昭和63）年6月8日第1刷","1988（昭和63）年6月8日第1刷"
001779,"江戸川 乱歩",056649,"屋根裏の散歩者",新字新仮名,"","砂場清隆","岡村和彦",公開,2016-07-28,"江戸川乱歩全集　第1巻　屋根裏の散歩者","光文社文庫、光文社","2004（平成16）年7月20日初版1刷","2004（平成16）年7月20日初版1刷"
000082,"岡本 綺堂",000476,"籠釣瓶",新字新仮名,"","tatsuki","かとうかおり",公開,2000-06-12,"江戸情話集","光文社時代小説文庫、光文社","",""
001475,"小川 未明",051107,"三か月",新字新仮名,"","ぷろぼの青空工作員チーム入力班","江村秀之",公開,2014-01-19,"定本小川未明童話全集　3","講談社","1981（昭和56）年1月6日第7刷","1977（昭和52）年1月10日第1刷"
001475,"小川 未明",051688,"みけの　ごうがいやさん",新字新仮名,"","特定非営利活動法人はるかぜ","Juki",公開,2012-10-04,"定本小川未明童話全集　16","講談社","1982（昭和57）年9月10日第5刷","1979（昭和54）年1月31日第2刷"
001475,"小川 未明",051689,"水七景",新字新仮名,"","特定非営利活動法人はるかぜ","酒井裕二",公開,2018-01-14,"定本小川未明童話全集　14","講談社","1983（昭和58）年1月19日第5刷","1977（昭和52）年12月10日第1刷"
001475,"小川 未明",051690,"道の上で見た話",新字新仮名,"","特定非営利活動法人はるかぜ","酒井裕二",公開,2018-01-26,"定本小川未明童話全集　14","講談社","1983（昭和58）年1月19日第5刷","1977（昭和52）年12月10日第1刷"
001475,"小川 未明",051102,"みつばちのきた日",新字新仮名,"","ぷろぼの青空工作員チーム入力班","江村秀之",公開,2014-01-22,"定本小川未明童話全集　3","講談社","1981（昭和56）年1月6日第7刷","1977（昭和52）年1月10日第1刷"
001475,"小川 未明",051018,"港に着いた黒んぼ",新字新仮名,"","ぷろぼの青空工作員チーム入力班","富田倫生",公開,2012-07-26,"定本小川未明童話全集　2","講談社","1982（昭和57）年9月10日第7刷","1982（昭和57）年9月10日第7刷"
001475,"小川 未明",051768,"民衆芸術の精神",新字新仮名,"","Nana ohbe","仙酔ゑびす",公開,2012-01-26,"芸術は生動す","国文社","1982（昭和57）年3月30日初版第1刷","1982（昭和57）年3月30日初版第1刷"
001475,"小川 未明",052114,"村のかじやさん",新字新仮名,"","特定非営利活動法人はるかぜ","酒井裕二",公開,2016-09-28,"定本小川未明童話全集　11","講談社","1983（昭和58）年1月19日第5刷","1977（昭和52）年9月10日第1刷"
001475,"小川 未明",051103,"村の兄弟",新字新仮名,"","ぷろぼの青空工作員チーム入力班","江村秀之",公開,2014-01-22,"定本小川未明童話全集　3","講談社","1981（昭和56）年1月6日第7刷","1977（昭和52）年1月10日第1刷"
001475,"小川 未明",051694,"村へ帰った傷兵",新字新仮名,"","特定非営利活動法人はるかぜ","酒井裕二",公開,2017-07-03,"定本小川未明童話全集　12","講談社","1982（昭和57）年9月10日第5刷","1977（昭和52）年10月10日第1刷"
001475,"小川 未明",055007,"眼鏡",新字新仮名,"","特定非営利活動法人はるかぜ","酒井裕二",公開,2017-01-06,"定本小川未明童話全集　11","講談社","1983（昭和58）年1月19日第5刷","1977（昭和52）年9月10日第1刷"
000074,"梶井 基次郎",003200,"奎吉",旧字旧仮名,"","高柳典子","小林繁雄",公開,2002-12-03,"梶井基次郎全集　第一巻","筑摩書房","1999（平成11）年11月10日初版第1刷",""
000074,"梶井 基次郎",000419,"Ｋの昇天 或はＫの溺死",新字新仮名,"","j.utiyama","野口英司",公開,1998-10-10,"檸檬・ある心の風景　他二十編","旺文社文庫、旺文社","1974（昭和49）年第4刷","1974（昭和49）年第4刷"
000074,"梶井 基次郎",043697,"講演会　其他（大正十五年二月号） 『青空』記事",旧字旧仮名,"","土屋隆","高柳典子",公開,2005-05-23,"梶井基次郎全集　第一卷","筑摩書房","1999（平成11）年11月10日初版第1刷","1999（平成11）年11月10日初版第1刷"
000074,"梶井 基次郎",000423,"交尾",新字新仮名,"","kaku","浜野智",公開,1998-08-28,"日本文学全集別巻1　現代名作集","河出書房","",""
000074,"梶井 基次郎",047552,"桜の樹の下には",新字旧仮名,"","hoge","小林繁雄",公開,2008-03-12,"現代日本文學大系　63　梶井基次郎・外村繁・中島敦集","筑摩書房","1987（昭和62）年9月15日初版第14刷","1987（昭和62）年9月15日初版第14刷"
000074,"梶井 基次郎",000427,"桜の樹の下には",新字新仮名,"","j.utiyama","もりみつじゅんじ",公開,1998-10-10,"檸檬・ある心の風景　他二十編","旺文社文庫、旺文社","1974（昭和49）年第4刷","1974（昭和49）年第4刷"
000074,"梶井 基次郎",003565,"詩集『戦争』",旧字旧仮名,"","高柳典子","土屋隆",公開,2006-12-21,"梶井基次郎全集第一卷","筑摩書房","1999（平成11）年11月10日初版第1刷","1999（平成11）年11月10日初版第1刷"
000074,"梶井 基次郎",056504,"詩二つ",新字新仮名,"","呑天","川山隆",公開,2015-01-12,"梶井基次郎全集　全一巻","ちくま文庫、筑摩書房","1990（平成2）年5月20日第7刷","1986（昭和61）年8月26日第1刷"
000074,"梶井 基次郎",000429,"城のある町にて",新字新仮名,"","j.utiyama","野口英司",公開,1998-09-08,"檸檬・ある心の風景　他二十編","旺文社文庫、旺文社","1974（昭和49）年第4刷","1974（昭和49）年第4刷"
000074,"梶井 基次郎",043692,"「親近」と「拒絶」",旧字旧仮名,"","土屋隆","高柳典子",公開,2005-05-24,"梶井基次郎全集　第一卷","筑摩書房","1999（平成11）年11月10日初版第1刷","1999（平成11）年11月10日初版第1刷"
000074,"梶井 基次郎",043693,"『新潮』十月新人号小説評",旧字旧仮名,"","土屋隆","高柳典子",公開,2005-05-24,"梶井基次郎全集　第一卷","筑摩書房","1999（平成11）年11月10日初版第1刷","1999（平成11）年11月10日初版第1刷"
000074,"梶井 基次郎",000428,"雪後",新字新仮名,"","j.utiyama","野口英司",公開,1998-10-07,"檸檬・ある心の風景　他二十編","旺文社文庫、旺文社","1974（昭和49）年第4刷","1974（昭和49）年第4刷"
000074,"梶井 基次郎",046349,"檸檬",旧字旧仮名,"","高柳典子","小林繁雄",公開,2006-09-10,"創作　檸檬","十字屋書店","1940（昭和15）年12月20日第2刷","1940（昭和15）年12月20日第2刷"
000074,"梶井 基次郎",000424,"檸檬",新字新仮名,"","j.utiyama","野口英司",公開,1998-08-31,"檸檬・ある心の風景　他二十編","旺文社文庫、旺文社","1974（昭和49）年第4刷","1974（昭和49）年第4刷"
000074,"梶井 基次郎",000426,"路上",新字新仮名,"","j.utiyama","野口英司",公開,1998-09-16,"檸檬・ある心の風景　他二十編","旺文社文庫、旺文社","1974（昭和49）年第4刷","1974（昭和49）年第4刷"
000491,"片岡 鉄兵",050112,"エリザベスとエセックス",新字新仮名,"片岡 鉄兵","sogo","孝奈花",公開,2011-03-05,"世界教養全集　27","平凡社","1962（昭和37）年9月29日初版","1962（昭和37）年9月29日初版"
000491,"片岡 鉄兵",002698,"今度こそ",新字新仮名,"","林幸雄","青野弘美",公開,2002-01-29,"日本プロレタリア文学集・20　「戦旗」「ナップ」作家集7","新日本出版社","1989（平成元）年3月25日第4刷",""
000491,"片岡 鉄兵",052349,"菜の花月夜",新字旧仮名,"","岡村和彦","noriko saito",公開,2011-02-21,"花の名随筆3　三月の花","作品社","1999（平成11）年2月10日初版第1刷","1999（平成11）年2月10日初版第1刷"
001506,"片岡 義男",056823,"エルヴィスから始まった",新字新仮名,"","上原陽一","八巻美恵",公開,2014-07-07,"ぼくはプレスリーが大好き","角川文庫、角川書店","1980（昭和55）年1月30日4版",""
001506,"片岡 義男",056911,"彼のオートバイ、彼女の島",新字新仮名,"","高橋雅康","りゅうぞう",公開,2017-07-07,"彼のオートバイ、彼女の島","角川文庫、角川書店","1990（平成2）年2月30日40版","1988（昭和63）年1月30日第35版"
001506,"片岡 義男",052175,"時差のないふたつの島",新字新仮名,"","八巻美恵","三木野エマ",公開,2010-10-05,"時差のないふたつの島","新潮文庫、新潮社","",""
001506,"片岡 義男",054825,"七月の水玉",新字新仮名,"","八巻美恵","高橋雅康",公開,2012-02-09,"七月の水玉","文藝春秋","2002（平成14）年6月30日第1刷",""
001506,"片岡 義男",055718,"少女時代",新字新仮名,"","八巻美恵","高橋雅康",公開,2012-12-01,"少女時代","双葉文庫、双葉社","1993（平成5）年5月15日第1刷","1993（平成5）年5月15日第1刷"
001506,"片岡 義男",056822,"東京青年",新字新仮名,"","八巻美恵","高橋雅康",公開,2015-07-07,"東京青年","角川文庫、角川書店","2002（平成14）年4月25日初版",""
001506,"片岡 義男",056182,"夏と少年の短篇",新字新仮名,"","高橋雅康","関戸詳子",公開,2013-07-07,"夏と少年の短編","東京書籍","1992（平成4）年10月7日第1刷","1992（平成4）年10月7日第1刷"
001506,"片岡 義男",052459,"波乗りの島",新字新仮名,"","八巻美恵","高橋雅康",公開,2011-01-10,"波乗りの島","双葉文庫、双葉社","1998（平成10）年10月30日第1刷","1998（平成10）年10月30日第1刷"
001506,"片岡 義男",051737,"頬よせてホノルル",新字新仮名,"","八巻美恵","野口英司、八巻美恵",公開,2010-06-01,"","","",""
001506,"片岡 義男",056796,"道順は彼女に訊く",新字新仮名,"","八巻美恵","高橋雅康",公開,2014-04-07,"道順は彼女に訊く","角川文庫、角川書店","2001（平成13）年11月25日初版","2001（平成13）年11月25日初版"
001506,"片岡 義男",055152,"物のかたちのバラッド",新字新仮名,"","八巻美恵","高橋雅康",公開,2012-06-03,"物のかたちのバラッド","アメーバブックス","",""
001506,"片岡 義男",051367,"ラハイナまで来た理由",新字新仮名,"","八巻美恵","野口英司",公開,2010-03-20,"コヨーテ No.4","スイッチパブリッシング","2005（平成17）年2月10日","2005（平成17）年2月10日"
000492,"片上 伸",042248,"生みの力",旧字旧仮名,"","高柳典子","岩澤秀紀",公開,2012-08-14,"片上伸全集　第1巻","日本図書センター","1997（平成9）年3月25日復刻","1997（平成9）年3月25日復刻"
000492,"片上 伸",042251,"ドストイェフスキーに就いて",旧字旧仮名,"","高柳典子","岩澤秀紀",公開,2012-08-19,"片上伸全集　第3巻","日本図書センター","1997（平成9）年3月25日復刻","1997（平成9）年3月25日復刻"
000492,"片上 伸",042252,"人間の本性",旧字旧仮名,"","高柳典子","岩澤秀紀",公開,2012-08-24,"片上伸全集　第2巻","日本図書センター","1997（平成9）年3月25日復刻","1997（平成9）年3月25日復刻"
001539,"片山 敏彦",054373,"ベートーヴェンの生涯 01 凡例",新字新仮名,"","門田裕志","仙酔ゑびす",公開,2012-01-15,"ベートーヴェンの生涯","岩波文庫、岩波書店","2010（平成22）年4月21日第77刷改版","2011（平成23）年1月25日第78刷"
001539,"片山 敏彦",054931,"ベートーヴェンの生涯 02 ベートーヴェンの生涯",新字新仮名,"片山 敏彦","門田裕志","仙酔ゑびす",公開,2012-05-01,"ベートーヴェンの生涯","岩波文庫、岩波書店","2010（平成22）年4月21日第77刷改版","2011（平成23）年1月25日第78刷"
001539,"片山 敏彦",054932,"ベートーヴェンの生涯 03 ハイリゲンシュタットの遺書",新字新仮名,"片山 敏彦","門田裕志","仙酔ゑびす",公開,2012-05-06,"ベートーヴェンの生涯","岩波文庫、岩波書店","2010（平成22）年4月21日第77刷改版","2011（平成23）年1月25日第78刷"
001539,"片山 敏彦",054933,"ベートーヴェンの生涯 04 ベートーヴェンの手紙",新字新仮名,"片山 敏彦","門田裕志","仙酔ゑびす",公開,2012-05-11,"ベートーヴェンの生涯","岩波文庫、岩波書店","2010（平成22）年4月21日第77刷改版","2011（平成23）年1月25日第78刷"
001539,"片山 敏彦",054934,"ベートーヴェンの生涯 05 ベートーヴェンの思想断片",新字新仮名,"片山 敏彦","門田裕志","仙酔ゑびす",公開,2012-05-16,"ベートーヴェンの生涯","岩波文庫、岩波書店","2010（平成22）年4月21日第77刷改版","2011（平成23）年1月25日第78刷"
001539,"片山 敏彦",054935,"ベートーヴェンの生涯 06 付録　ベートーヴェンへの感謝",新字新仮名,"片山 敏彦","門田裕志","仙酔ゑびす",公開,2012-05-21,"ベートーヴェンの生涯","岩波文庫、岩波書店","2010（平成22）年4月21日第77刷改版","2011（平成23）年1月25日第78刷"
001539,"片山 敏彦",054936,"ベートーヴェンの生涯 07 ベートーヴェンの『手記』より（訳者抄）",新字新仮名,"片山 敏彦","門田裕志","仙酔ゑびす",公開,2012-05-26,"ベートーヴェンの生涯","岩波文庫、岩波書店","2010（平成22）年4月21日第77刷改版","2011（平成23）年1月25日第78刷"
001539,"片山 敏彦",054937,"ベートーヴェンの生涯 08 文献",新字新仮名,"片山 敏彦","門田裕志","仙酔ゑびす",公開,2012-05-31,"ベートーヴェンの生涯","岩波文庫、岩波書店","2010（平成22）年4月21日第77刷改版","2011（平成23）年1月25日第78刷"
001539,"片山 敏彦",054374,"ベートーヴェンの生涯 09 訳者解説",新字新仮名,"","門田裕志","仙酔ゑびす",公開,2012-01-01,"ベートーヴェンの生涯","岩波文庫、岩波書店","2010（平成22）年4月21日第77刷改版","2011（平成23）年1月25日第78刷"
001346,"片山 広子",050141,"赤とピンクの世界",新字旧仮名,"","竹内美佐子","伊藤時也",公開,2010-11-12,"燈火節","月曜社","2004（平成16）年11月30日第1刷","2004（平成16）年11月30日第1刷"
001346,"片山 広子",049503,"あけび",新字旧仮名,"","竹内美佐子","林幸雄",公開,2009-09-27,"燈火節","月曜社","2004（平成16）年11月30日第1刷","2004（平成16）年11月30日第1刷　"
001346,"片山 広子",049516,"アラン島",新字新仮名,"","竹内美佐子","林幸雄",公開,2009-09-27,"燈火節","月曜社","2004（平成16）年11月30日第1刷","2004（平成16）年11月30日第1刷　"
001346,"片山 広子",049137,"或る国のこよみ",新字旧仮名,"","竹内美佐子","富田倫生",公開,2008-12-20,"燈火節","月曜社","2004（平成16）年11月30日第1刷","2004（平成16）年11月30日第1刷"
001346,"片山 広子",050159,"イエスとペテロ",新字旧仮名,"","竹内美佐子","伊藤時也",公開,2010-11-12,"燈火節","月曜社","2004（平成16）年11月30日第1刷","2004（平成16）年11月30日第1刷"
001346,"片山 広子",049504,"池を掘る",新字旧仮名,"","竹内美佐子","林幸雄",公開,2009-09-27,"燈火節","月曜社","2004（平成16）年11月30日第1刷","2004（平成16）年11月30日第1刷　"
001346,"片山 広子",050160,"Ｌ氏殺人事件",新字旧仮名,"","竹内美佐子","伊藤時也",公開,2010-11-12,"燈火節","月曜社","2004（平成16）年11月30日第1刷","2004（平成16）年11月30日第1刷"
001346,"片山 広子",050142,"「王の玄関」イエーツ戯曲",新字旧仮名,"","竹内美佐子","伊藤時也",公開,2010-11-12,"燈火節","月曜社","2004（平成16）年11月30日第1刷","2004（平成16）年11月30日第1刷"
