pid,author,tid,title,kana,trans,kousakun,kousakuk,status,statusdate,original,publisher,editionn,editionk,ranking,access,characount,minutes
153,石川 啄木,815,悲しき玩具,新字旧仮名,,j.utiyama,浜野智,公開,1998/8/3,日本文学全集12　国木田独歩・石川啄木集,集英社,1972（昭和47）年9月10日第9版,,403,2269,7435,18.5875
1779,江戸川 乱歩,57191,二癈人,新字新仮名,,門田裕志,江村秀之,公開,2017/10/7,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,2012（平成24）年8月15日7刷,2007（平成19）年1月30日5刷,402,2270,11913,29.7825
148,夏目 漱石,2314,イズムの功過,新字新仮名,,柴田卓治,福地博文,公開,1999/8/4,漱石文明論集,岩波文庫、岩波書店,1998（平成10）年7月24日第26刷,1999（平成11）年4月26日第27刷,401,2272,1885,4.7125
52,紫式部 ,5021,源氏物語 06 末摘花,新字新仮名,与謝野 晶子,上田英代,門田裕志,公開,2003/7/19,全訳源氏物語　上巻,角川文庫、角川書店,1994（平成6）年12月20日56版,2002（平成14）年4月5日71版,400,2272,20637,51.5925
885,与謝野 晶子,5021,源氏物語 06 末摘花,新字新仮名,与謝野 晶子,上田英代,門田裕志,公開,2003/7/19,全訳源氏物語　上巻,角川文庫、角川書店,1994（平成6）年12月20日56版,2002（平成14）年4月5日71版,400,2272,20637,51.5925
50,泉 鏡花,1040,愛と婚姻,新字旧仮名,,小林徹,鈴木厚司,公開,2000/9/20,現代日本文學大系　5　樋口一葉・明治女流文學・泉鏡花集,筑摩書房,1987（昭和62）年2月10日初版第13刷,,399,2277,3230,8.075
1176,シェリー メアリー・ウォルストンクラフト,44904,フランケンシュタイン 02 フランケンシュタイン,新字新仮名,宍戸 儀一,京都大学電子テクスト研究会入力班,京都大学電子テクスト研究会校正班,公開,2009/8/30,フランケンシュタイン,日本出版協同,1953（昭和28）年8月20日初版,,398,2278,179683,449.2075
1186,宍戸 儀一,44904,フランケンシュタイン 02 フランケンシュタイン,新字新仮名,宍戸 儀一,京都大学電子テクスト研究会入力班,京都大学電子テクスト研究会校正班,公開,2009/8/30,フランケンシュタイン,日本出版協同,1953（昭和28）年8月20日初版,,398,2278,179683,449.2075
9,ドイル アーサー・コナン,43524,入院患者,新字新仮名,三上 於菟吉,京都大学電子テクスト研究会入力班,京都大学電子テクスト研究会校正班,公開,2004/10/3,世界探偵小説全集　第三卷　シヤーロツク・ホームズの記憶,平凡社,1930（昭和5）年2月5日,,397,2280,23020,57.55
310,三上 於菟吉,43524,入院患者,新字新仮名,三上 於菟吉,京都大学電子テクスト研究会入力班,京都大学電子テクスト研究会校正班,公開,2004/10/3,世界探偵小説全集　第三卷　シヤーロツク・ホームズの記憶,平凡社,1930（昭和5）年2月5日,,397,2280,23020,57.55
1528,日本国 ,474,日本国憲法,新字旧仮名,,j.utiyama,野口英司,公開,1998/9/17,解説世界憲法集第三版　樋口陽一・吉田善明編,三省堂,,,396,2283,,0
1562,吉川 英治,52433,私本太平記 13 黒白帖,新字新仮名,,門田裕志,トレンドイースト,公開,2013/2/4,私本太平記（八）,吉川英治歴史時代文庫、講談社,2009（平成21）年12月1日第27刷,2009（平成21）年12月1日第27刷,395,2296,130820,327.05
1779,江戸川 乱歩,57512,覆面の舞踏者,新字新仮名,,金城学院大学　電子書籍制作,まつもこ,公開,2018/8/29,江戸川乱歩全集　第3巻　陰獣,光文社文庫、光文社,2005（平成17）年11月20日初版1刷,2005（平成17）年11月20日初版1刷,394,2302,16027,40.0675
283,中里 介山,1726,大菩薩峠 01 甲源一刀流の巻,新字新仮名,,（株）モモ,原田頌子,公開,2001/5/8,大菩薩峠1,ちくま文庫、筑摩書房,1996（平成8）年3月10日第5刷,1994（平成6）年12月4日第1刷,393,2312,70392,175.98
1779,江戸川 乱歩,57195,夢遊病者の死,新字新仮名,,門田裕志,江村秀之,公開,2017/10/7,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,2012（平成24）年8月15日7刷,2007（平成19）年1月30日5刷,392,2313,12306,30.765
1562,吉川 英治,52448,大谷刑部,新字新仮名,,門田裕志,川山隆,公開,2013/3/9,柳生月影抄　名作短編集（二）,吉川英治歴史時代文庫、講談社,2007（平成19）年4月20日第12刷,1992（平成4）年8月24日第3刷,391,2314,18920,47.3
1488,火野 葦平,56224,花と龍,新字新仮名,,Juki、kompass,りゅうぞう,公開,2018/1/24,花と龍（下）,岩波現代文庫、岩波書店,2006（平成18）年3月16日初版第1刷,2006（平成18）年3月16日初版第1刷,390,2318,425081,1062.7025
1257,アーヴィング ワシントン,46658,スリーピー・ホローの伝説 故ディードリッヒ・ニッカボッカーの遺稿より,新字新仮名,吉田 甲子太郎,鈴木厚司,砂場清隆,公開,2011/12/31,スケッチ・ブック,新潮文庫、新潮社,2000（平成12）年2月20日33刷改版,2000（平成12）年 2月20日33刷改版,389,2329,33716,84.29
1258,吉田 甲子太郎,46658,スリーピー・ホローの伝説 故ディードリッヒ・ニッカボッカーの遺稿より,新字新仮名,吉田 甲子太郎,鈴木厚司,砂場清隆,公開,2011/12/31,スケッチ・ブック,新潮文庫、新潮社,2000（平成12）年2月20日33刷改版,2000（平成12）年 2月20日33刷改版,389,2329,33716,84.29
96,夢野 久作,2380,死後の恋,新字新仮名,,林裕司,浜野智,公開,1998/11/10,夢野久作怪奇幻想傑作選　あやかしの鼓,角川ホラー文庫、角川書店,,,388,2333,19620,49.05
1506,片岡 義男,56911,彼のオートバイ、彼女の島,新字新仮名,,高橋雅康,りゅうぞう,公開,2017/7/7,彼のオートバイ、彼女の島,角川文庫、角川書店,1990（平成2）年2月30日40版,1988（昭和63）年1月30日第35版,387,2336,129180,322.95
879,芥川 竜之介,178,芥川竜之介歌集,新字旧仮名,,もりみつじゅんじ,本木まゆみ,公開,1999/7/18,芥川龍之介全集　第一巻,岩波書店,,,386,2339,2249,5.6225
158,島崎 藤村,1507,夜明け前 04 第二部下,新字新仮名,,大野晋、小林繁雄,砂場清隆,公開,2001/7/4,夜明け前　第二部（下）,岩波文庫、岩波書店,1995（平成7）年12月15日第26刷,1996（平成8）年10月5日第24刷,385,2339,115520,288.8
1562,吉川 英治,52426,私本太平記 06 八荒帖,新字新仮名,,門田裕志,トレンドイースト,公開,2013/1/14,私本太平記（四）,吉川英治歴史時代文庫、講談社,2009（平成21）年12月1日第26刷,2009（平成21）年12月1日第26刷,384,2344,118120,295.3
1157,神西 清,43598,桜の園,新字新仮名,神西 清,大野晋,鈴木厚司,公開,2010/4/1,桜の園・三人姉妹,新潮文庫、新潮社,2000（平成12）年3月15日62刷,1990（平成2）年8月20日47刷改版,383,2344,56232,140.58
1155,チェーホフ アントン,43598,桜の園,新字新仮名,神西 清,大野晋,鈴木厚司,公開,2010/4/1,桜の園・三人姉妹,新潮文庫、新潮社,2000（平成12）年3月15日62刷,1990（平成2）年8月20日47刷改版,383,2344,56232,140.58
26,中原 中也,47296,ランボオ詩集,新字旧仮名,中原 中也,オーシャンズ３,L.P.S.,公開,2009/5/8,中原中也全訳詩集,講談社文芸文庫、講談社,2007（平成19）年1月10日第9刷,2007（平成19）年1月10日第9刷,382,2344,37796,94.49
1296,ランボー ジャン・ニコラ・アルチュール,47296,ランボオ詩集,新字旧仮名,中原 中也,オーシャンズ３,L.P.S.,公開,2009/5/8,中原中也全訳詩集,講談社文芸文庫、講談社,2007（平成19）年1月10日第9刷,2007（平成19）年1月10日第9刷,382,2344,37796,94.49
148,夏目 漱石,758,永日小品,新字新仮名,,柴田卓治,大野晋,公開,1999/6/14,夏目漱石全集10,ちくま文庫、筑摩書房,1988（昭和63）年7月26日第1刷,,381,2345,59954,149.885
9,ドイル アーサー・コナン,43497,株式仲買店々員,新字新仮名,三上 於菟吉,京都大学電子テクスト研究会入力班,京都大学電子テクスト研究会校正班,公開,2004/10/6,世界探偵小説全集　第三卷　シヤーロツク・ホームズの記憶,平凡社,1930（昭和5）年2月5日,,380,2345,20184,50.46
310,三上 於菟吉,43497,株式仲買店々員,新字新仮名,三上 於菟吉,京都大学電子テクスト研究会入力班,京都大学電子テクスト研究会校正班,公開,2004/10/6,世界探偵小説全集　第三卷　シヤーロツク・ホームズの記憶,平凡社,1930（昭和5）年2月5日,,380,2345,20184,50.46
74,梶井 基次郎,419,Ｋの昇天 或はＫの溺死,新字新仮名,,j.utiyama,野口英司,公開,1998/10/10,檸檬・ある心の風景　他二十編,旺文社文庫、旺文社,1974（昭和49）年第4刷,1974（昭和49）年第4刷,379,2345,5758,14.395
1779,江戸川 乱歩,57196,幽霊,新字新仮名,,門田裕志,岡村和彦,公開,2016/8/28,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,2012（平成24）年8月15日7刷,2004（平成16）年7月20日初版1刷,378,2353,12585,31.4625
9,ドイル アーサー・コナン,43498,グロリア・スコット号,新字新仮名,三上 於菟吉,京都大学電子テクスト研究会入力班,京都大学電子テクスト研究会校正班,公開,2004/10/4,世界探偵小説全集　第三卷　シヤーロツク・ホームズの記憶,平凡社,1930（昭和5）年2月5日,,377,2356,22010,55.025
310,三上 於菟吉,43498,グロリア・スコット号,新字新仮名,三上 於菟吉,京都大学電子テクスト研究会入力班,京都大学電子テクスト研究会校正班,公開,2004/10/4,世界探偵小説全集　第三卷　シヤーロツク・ホームズの記憶,平凡社,1930（昭和5）年2月5日,,377,2356,22010,55.025
1562,吉川 英治,52425,私本太平記 05 世の辻の帖,新字新仮名,,門田裕志,トレンドイースト,公開,2013/1/11,私本太平記（三）,吉川英治歴史時代文庫、講談社,2008（平成20）年3月3日第25刷,2011（平成23）年9月1日第29刷,376,2358,119706,299.265
148,夏目 漱石,767,人生,新字旧仮名,,柿澤早苗,伊藤時也,公開,2000/2/4,現代日本文學大系　17　夏目漱石集（一）,筑摩書房,,,375,2360,4537,11.3425
1779,江戸川 乱歩,57514,モノグラム,新字新仮名,,金城学院大学　電子書籍制作,門田裕志,公開,2017/10/28,江戸川乱歩全集　第3巻　陰獣,光文社文庫、光文社,2005（平成17）年11月20日初版1刷,2009（平成21）年7月20日2刷,374,2367,11863,29.6575
1383,谷崎 潤一郎,56875,蘆刈,新字新仮名,,kompass,酒井裕二,公開,2016/2/25,吉野葛・蘆刈,岩波文庫、岩波書店,1986（昭和61）年6月16日第12刷改版,2014（平成26）年2月5日第36刷,373,2370,41480,103.7
51,幸田 露伴,50351,五重塔,新字新仮名,,佐野良二,川山隆,公開,2009/11/3,日本の文学　1　坪内逍遙　二葉亭四迷　幸田露伴,中央公論社,1970（昭和45）年1月5日初版,1970（昭和45）年1月5日初版,372,2370,69428,173.57
214,田山 花袋,1098,少女病,新字新仮名,,久保あきら,伊藤時也,公開,2000/9/28,蒲団・一兵卒,角川文庫、角川書店,1974（昭和49）年11月30日改版8版,,371,2372,13100,32.75
82,岡本 綺堂,43471,世界怪談名作集 09 北極星号の船長　医学生ジョン・マリスターレーの奇異なる日記よりの抜萃,新字新仮名,岡本 綺堂,小林繁雄、門田裕志,大久保ゆう,公開,2004/10/29,世界怪談名作集　下,河出文庫、河出書房新社,2002（平成14）年6月20日新装版初版,2002（平成14）年6月20日新装版初版,370,2374,27769,69.4225
9,ドイル アーサー・コナン,43471,世界怪談名作集 09 北極星号の船長　医学生ジョン・マリスターレーの奇異なる日記よりの抜萃,新字新仮名,岡本 綺堂,小林繁雄、門田裕志,大久保ゆう,公開,2004/10/29,世界怪談名作集　下,河出文庫、河出書房新社,2002（平成14）年6月20日新装版初版,2002（平成14）年6月20日新装版初版,370,2374,27769,69.4225
19,アンデルセン ハンス・クリスチャン,4376,即興詩人,旧字旧仮名,森 鴎外,三州生桑,松永正敏,公開,2005/9/18,定本限定版　現代日本文學全集　13　森鴎外集（二）,筑摩書房,1967（昭和42）年11月20日,,369,2376,158817,397.0425
129,森 鴎外,4376,即興詩人,旧字旧仮名,森 鴎外,三州生桑,松永正敏,公開,2005/9/18,定本限定版　現代日本文學全集　13　森鴎外集（二）,筑摩書房,1967（昭和42）年11月20日,,369,2376,158817,397.0425
1790,青空文庫 ,56572,青空文庫の提案,新字新仮名,,青空文庫,青空文庫,公開,2014/1/1,,,,,368,2376,3642,9.105
1779,江戸川 乱歩,57229,透明怪人,新字新仮名,,sogo,大久保ゆう,公開,2017/5/14,虎の牙／透明怪人,江戸川乱歩推理文庫、講談社,1987（昭和62）年12月8日第1刷,1987（昭和62）年12月8日第1刷,367,2376,98580,246.45
1383,谷崎 潤一郎,56771,瘋癲老人日記,新字新仮名,,kompass,酒井裕二,公開,2016/12/29,瘋癲老人日記　改版,中公文庫、中央公論新社,2001（平成13）年3月25日改版,2013（平成25）年7月5日改版3刷,366,2385,99465,248.6625
879,芥川 竜之介,169,トロツコ,新字旧仮名,,j.utiyama,野口英司,公開,1998/3/24,現代日本文学大系　43　芥川龍之介集,筑摩書房,1968（昭和43）年8月25日初版第1刷,,365,2401,4650,11.625
158,島崎 藤村,1506,夜明け前 03 第二部上,新字新仮名,,大野晋、砂場清隆,原田頌子,公開,2001/6/27,夜明け前　第二部上,岩波文庫、岩波書店,2000（平成12）年5月15日第27刷改版,1999（平成11）年1月5日第26刷,364,2418,25529,63.8225
1779,江戸川 乱歩,56677,海底の魔術師,新字新仮名,,sogo,大久保ゆう,公開,2016/12/24,鉄塔の怪人／海底の魔術師,江戸川乱歩推理文庫、講談社,1988（昭和63）年2月8日第1刷,1988（昭和63）年2月8日第1刷,363,2420,77648,194.12
879,芥川 竜之介,45761,河童,新字旧仮名,,五十嵐仁,小林繁雄,公開,2010/5/29,芥川龍之介全集　第十四巻,岩波書店,1996（平成8）年12月9日,1996（平成8）年12月9日,362,2426,36677,91.6925
214,田山 花袋,1668,田舎教師,新字新仮名,,林幸雄,松永正敏,公開,2007/3/5,田舎教師　他一編,旺文社文庫、旺文社,1985（昭和60）年重版,1985（昭和60）年重版,361,2427,170816,427.04
1779,江戸川 乱歩,56678,黄金豹,新字新仮名,,sogo,茅宮君子,公開,2017/8/10,黄金豹／妖人ゴング,江戸川乱歩推理文庫、講談社,1988（昭和63）年4月8日第1刷,1988（昭和63）年4月8日第1刷,360,2439,77673,194.1825
35,太宰 治,260,逆行,新字新仮名,,村田拓哉,青木直子,公開,1999/12/17,晩年,新潮文庫、新潮社,1972（昭和47）年8月30日43刷,1999（平成11）年6月25日105刷,359,2442,12060,30.15
157,北村 透谷,45397,罪と罰（内田不知庵訳）,旧字旧仮名,,石波峻一,小林繁雄,公開,2005/9/25,明治文學全集　29　北村透谷集,筑摩書房,1976（昭和51）年10月30日初版第1刷,1976（昭和51）年10月30日初版第1刷,358,2449,4703,11.7575
1779,江戸川 乱歩,56687,天空の魔人,新字新仮名,,sogo,大久保ゆう,公開,2018/9/15,おれは二十面相だ／妖星人Ｒ,江戸川乱歩推理文庫、講談社,1988（昭和63）年9月8日第1刷,1988（昭和63）年9月8日第1刷,357,2452,24135,60.3375
35,太宰 治,241,美男子と煙草,新字新仮名,,柴田卓治,かとうかおり,公開,2000/1/23,太宰治全集9,ちくま文庫、筑摩書房,1998（平成10）年6月15日第5刷,1998（平成10）年6月15日第5刷,356,2453,4799,11.9975
