pid,author,tid,title,kana,trans,kousakun,kousakuk,status,statusdate,original,publisher,editionn,editionk,ranking,access,characount,minutes
82,岡本 綺堂,1299,中国怪奇小説集 05 酉陽雑爼（唐）,新字新仮名,,tatsuki,小林繁雄,公開,2003/9/18,中国怪奇小説集,光文社文庫、光文社,1994（平成6）年4月20日初版1刷,1999（平成11）年11月5日3刷,,,,
82,岡本 綺堂,1300,中国怪奇小説集 06 宣室志（唐）,新字新仮名,,tatsuki,小林繁雄,公開,2003/9/18,中国怪奇小説集,光文社文庫、光文社,1994（平成6）年4月20日初版1刷,1999（平成11）年11月5日3刷,,,,
82,岡本 綺堂,1301,中国怪奇小説集 07 白猿伝・其他（唐）,新字新仮名,,tatsuki,小林繁雄,公開,2003/9/21,中国怪奇小説集,光文社文庫、光文社,1994（平成6）年4月20日初版1刷,1999（平成11）年11月5日3刷,,,,
82,岡本 綺堂,1302,中国怪奇小説集 08 録異記（五代）,新字新仮名,,tatsuki,小林繁雄,公開,2003/9/21,中国怪奇小説集,光文社文庫、光文社,1994（平成6）年4月20日初版1刷,1999（平成11）年11月5日3刷,,,,
82,岡本 綺堂,2236,中国怪奇小説集 09 稽神録（宋）,新字新仮名,,tatsuki,小林繁雄,公開,2003/9/21,中国怪奇小説集,光文社文庫、光文社,1994（平成6）年4月20日初版1刷,1999（平成11）年11月5日3刷,,,,
82,岡本 綺堂,2237,中国怪奇小説集 10 夷堅志（宋）,新字新仮名,,tatsuki,kazuishi,公開,2003/9/24,中国怪奇小説集,光文社文庫、光文社,1994（平成6）年4月20日初版1刷,,,,,
82,岡本 綺堂,2238,中国怪奇小説集 11 異聞総録・其他（宋）,新字新仮名,,tatsuki,小林繁雄,公開,2003/9/24,中国怪奇小説集,光文社文庫、光文社,1994（平成6）年4月20日初版1刷,1999（平成11）年11月5日3刷,,,,
82,岡本 綺堂,2239,中国怪奇小説集 12 続夷堅志・其他（金・元）,新字新仮名,,tatsuki,小林繁雄,公開,2003/9/24,中国怪奇小説集,光文社文庫、光文社,1994（平成6）年4月20日初版1刷,1999（平成11）年11月5日3刷,,,,
82,岡本 綺堂,2240,中国怪奇小説集 13 輟耕録（明）,新字新仮名,,tatsuki,小林繁雄,公開,2003/9/27,中国怪奇小説集,光文社文庫、光文社,1994（平成6）年4月20日初版1刷,1999（平成11）年11月5日3刷,,,,
82,岡本 綺堂,2241,中国怪奇小説集 14 剪灯新話（明）,新字新仮名,,tatsuki,小林繁雄,公開,2003/9/27,中国怪奇小説集,光文社文庫、光文社,1994（平成6）年4月20日初版1刷,1999（平成11）年11月5日3刷,,,,
82,岡本 綺堂,2242,中国怪奇小説集 15 池北偶談（清）,新字新仮名,,tatsuki,小林繁雄,公開,2003/9/27,中国怪奇小説集,光文社文庫、光文社,1994（平成6）年4月20日初版1刷,1999（平成11）年11月5日3刷,,,,
82,岡本 綺堂,2243,中国怪奇小説集 16 子不語（清）,新字新仮名,,tatsuki,小林繁雄,公開,2003/9/30,中国怪奇小説集,光文社文庫、光文社,1994（平成6）年4月20日初版1刷,1999（平成11）年11月5日3刷,,,,
82,岡本 綺堂,1303,中国怪奇小説集 17 閲微草堂筆記（清）,新字新仮名,,tatsuki,九尾乃雪舟斎,公開,2003/9/30,中国怪奇小説集,光文社文庫、光文社,1994（平成6）年4月20日初版1刷,,,,,
82,岡本 綺堂,45488,月の夜がたり,新字新仮名,,小林繁雄、門田裕志,hongming,公開,2006/2/14,影を踏まれた女,光文社文庫、光文社,2001（平成13）年9月5日3刷,2001（平成13）年9月5日3刷,,,,
82,岡本 綺堂,45544,停車場の少女,新字新仮名,,網迫、土屋隆,小林繁雄、門田裕志,公開,2005/10/17,異妖の怪談集　岡本綺堂伝奇小説集　其ノ二,原書房,1999（平成11）年7月2日第1刷,1999（平成11）年7月2日第1刷,,,,
82,岡本 綺堂,2591,停車場の少女 ――「近代異妖編」,新字旧仮名,,林田清明,小林繁雄、門田裕志,公開,2005/7/2,日本幻想文学集成23　岡本綺堂,国書刊行会,1993（平成5）年9月20日初版第1刷,1993（平成5）年9月20日初版第1刷,,,,
82,岡本 綺堂,49541,当今の劇壇をこのままに,新字新仮名,,川山隆,noriko saito,公開,2008/12/18,岡本綺堂随筆集,岩波文庫、岩波書店,2008（平成20）年5月23日第4刷,2008（平成20）年5月23日第4刷,,,,
82,岡本 綺堂,49540,読書雑感,新字新仮名,,川山隆,noriko saito,公開,2008/12/18,岡本綺堂随筆集,岩波文庫、岩波書店,2008（平成20）年5月23日第4刷,2008（平成20）年5月23日第4刷,,,,
82,岡本 綺堂,45489,虎,新字新仮名,,小林繁雄、門田裕志,松永正敏,公開,2006/7/4,鎧櫃の血,光文社文庫、光文社,1988（昭和63）年5月30日2刷,1988（昭和63）年5月20日初版1刷,,,,
82,岡本 綺堂,481,鳥辺山心中,新字新仮名,,tatsuki,かとうかおり,公開,2000/6/14,江戸情話集,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,49538,二階から,新字新仮名,,川山隆,noriko saito,公開,2008/12/29,岡本綺堂随筆集,岩波文庫、岩波書店,2008（平成20）年5月23日第4刷,2008（平成20）年5月23日第4刷,,,,
82,岡本 綺堂,45508,廿九日の牡丹餅,新字新仮名,,小林繁雄、門田裕志,花田泰治郎,公開,2006/7/2,蜘蛛の夢,光文社文庫、光文社,1990（平成2）年4月20日初版1刷,1990（平成2）年4月20日初版1刷,,,,
82,岡本 綺堂,45490,鼠,新字新仮名,,小林繁雄、門田裕志,松永正敏,公開,2006/7/4,鎧櫃の血,光文社文庫、光文社,1988（昭和63）年5月30日2刷,1988（昭和63）年5月20日初版1刷,,,,
82,岡本 綺堂,49537,年賀郵便,新字新仮名,,川山隆,noriko saito,公開,2009/1/10,岡本綺堂随筆集,岩波文庫、岩波書店,2008（平成20）年5月23日第4刷,2008（平成20）年5月23日第4刷,,,,
82,岡本 綺堂,49536,能因法師,旧字旧仮名,,川山隆,noriko saito,公開,2010/7/5,修禅寺物語　正雪の二代目　他四篇,岩波文庫、岩波書店,2008（平成20）年2月21日第7刷,2008（平成20）年2月21日第7刷,,,,
82,岡本 綺堂,49535,俳諧師,旧字旧仮名,,川山隆,noriko saito,公開,2010/7/5,修禅寺物語　正雪の二代目　他四篇,岩波文庫、岩波書店,2008（平成20）年2月21日第7刷,2008（平成20）年2月21日第7刷,,,,
82,岡本 綺堂,43576,白髪鬼,新字新仮名,,網迫、土屋隆,小林繁雄、門田裕志,公開,2005/8/13,異妖の怪談集　岡本綺堂伝奇小説集　其ノ二,原書房,1999（平成11）年7月2日第1刷,1999（平成11）年7月2日第1刷,,,,
82,岡本 綺堂,45509,放し鰻,新字新仮名,,小林繁雄、門田裕志,花田泰治郎,公開,2006/6/23,蜘蛛の夢,光文社文庫、光文社,1990（平成2）年4月20日初版1刷,1990（平成2）年4月20日初版1刷,,,,
82,岡本 綺堂,49534,はなしの話,新字新仮名,,川山隆,noriko saito,公開,2008/12/26,岡本綺堂随筆集,岩波文庫、岩波書店,2008（平成20）年5月23日第4刷,2008（平成20）年5月23日第4刷,,,,
82,岡本 綺堂,45510,馬妖記,新字新仮名,,小林繁雄、門田裕志,花田泰治郎,公開,2006/6/28,蜘蛛の夢,光文社文庫、光文社,1990（平成2）年4月20日初版1刷,1990（平成2）年4月20日初版1刷,,,,
82,岡本 綺堂,49533,春の修善寺,新字新仮名,,川山隆,noriko saito,公開,2008/12/29,岡本綺堂随筆集,岩波文庫、岩波書店,2008（平成20）年5月23日第4刷,2008（平成20）年5月23日第4刷,,,,
82,岡本 綺堂,1293,半七捕物帳 01 お文の魂,新字新仮名,,A.Morimine,原田頌子,公開,2001/4/13,時代推理小説　半七捕物帳（一）,光文社文庫、光文社,1997（平成9）年3月25日20刷,,,,,
82,岡本 綺堂,1005,半七捕物帳 01 お文の魂,旧字旧仮名,,小山純一,浜野智,公開,1998/7/9,定本・半七捕物帳　第1巻,同光社,,,,,,
82,岡本 綺堂,4641,半七捕物帳 02 石灯籠,新字新仮名,,砂場清隆,大野晋,公開,2002/5/23,時代推理小説　半七捕物帳（一）,光文社文庫、光文社,1997（平成9）年3月25日20刷,,,,,
82,岡本 綺堂,983,半七捕物帳 03 勘平の死,新字新仮名,,tatsuki,湯地光弘,公開,1999/5/10,時代推理小説　半七捕物帳（一）,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,1295,半七捕物帳 04 湯屋の二階,新字新仮名,,tatsuki,小林繁雄,公開,2002/5/23,時代推理小説　半七捕物帳（一）,光文社文庫、光文社,,,,,,
82,岡本 綺堂,1003,半七捕物帳 05 お化け師匠,新字新仮名,,tatsuki,湯地光弘,公開,1999/5/25,時代推理小説　半七捕物帳（一）,光文社時代小説文庫、光文社,,1986（昭和61）年12月1日第5刷,,,,
82,岡本 綺堂,965,半七捕物帳 06 半鐘の怪,新字新仮名,,tatsuki,菅野朋子,公開,1999/6/1,時代推理小説　半七捕物帳（一）,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,1009,半七捕物帳 07 奥女中,新字新仮名,,tatsuki,湯地光弘,公開,1999/6/4,時代推理小説　半七捕物帳（一）,光文社時代小説文庫、光文社,,1986（昭和61）年12月1日第5刷,,,,
82,岡本 綺堂,1004,半七捕物帳 08 帯取りの池,新字新仮名,,tatsuki,菅野朋子,公開,1999/6/11,時代推理小説　半七捕物帳（一）,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,966,半七捕物帳 09 春の雪解,新字新仮名,,tatsuki,おのしげひこ,公開,1999/6/27,「時代推理小説　半七捕物帳（一）」,光文社時代小説文庫、光文社,,1986（昭和61）年12月1日第5刷,,,,
82,岡本 綺堂,970,半七捕物帳 10 広重と河獺,新字新仮名,,tatsuki,菅野朋子,公開,1999/6/21,時代推理小説　半七捕物帳（一）,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,959,半七捕物帳 11 朝顔屋敷,新字新仮名,,tatsuki,曽我部真弓,公開,1999/8/28,時代推理小説　半七捕物帳（一）,光文社時代小説文庫、光文社,,1986（昭和61）年12月1日第5刷,,,,
82,岡本 綺堂,1001,半七捕物帳 12 猫騒動,新字新仮名,,tatsuki,山本奈津恵,公開,1999/7/24,時代推理小説　半七捕物帳（一）,光文社時代小説文庫、光文社,,1986（昭和61）年12月1日第5刷,,,,
82,岡本 綺堂,961,半七捕物帳 13 弁天娘,新字新仮名,,tatsuki,菅野朋子,公開,1999/7/14,時代推理小説　半七捕物帳（一）,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,1023,半七捕物帳 14 山祝いの夜,新字新仮名,,tatsuki,ごまごま,公開,1999/7/2,時代推理小説　半七捕物帳（一）,光文社時代小説文庫、光文社,,1986（昭和61）年12月1日第5刷,,,,
82,岡本 綺堂,1018,半七捕物帳 15 鷹のゆくえ,新字新仮名,,tatsuki,おのしげひこ,公開,1999/7/19,時代推理小説　半七捕物帳（二）,光文社時代小説文庫、光文社,,1997（平成9）年3月20日第11刷,,,,
82,岡本 綺堂,1020,半七捕物帳 16 津の国屋,新字新仮名,,tatsuki,ごまごま,公開,1999/8/2,時代推理小説　半七捕物帳（二）,光文社時代小説文庫、光文社,,1997（平成9）年3月20日第11刷,,,,
82,岡本 綺堂,997,半七捕物帳 17 三河万歳,新字新仮名,,tatsuki,おのしげひこ,公開,1999/9/11,時代推理小説　半七捕物帳（二）,光文社時代小説文庫、光文社,,1997（平成9）年3月20日第11刷,,,,
82,岡本 綺堂,1024,半七捕物帳 18 槍突き,新字新仮名,,tatsuki,菅野朋子,公開,1999/7/27,時代推理小説　半七捕物帳（二）,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,1014,半七捕物帳 19 お照の父,新字新仮名,,tatsuki,山本奈津恵,公開,1999/8/17,時代推理小説　半七捕物帳（二）,光文社時代小説文庫、光文社,,1997（平成9）年3月20日第11刷,,,,
82,岡本 綺堂,999,半七捕物帳 20 向島の寮,新字新仮名,,tatsuki,菅野朋子,公開,1999/8/3,時代推理小説　半七捕物帳（二）,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,1021,半七捕物帳 21 蝶合戦,新字新仮名,,tatsuki,ごまごま,公開,1999/8/29,時代推理小説　半七捕物帳（二）,光文社時代小説文庫、光文社,,1997（平成9）年3月20日第11刷,,,,
82,岡本 綺堂,976,半七捕物帳 22 筆屋の娘,新字新仮名,,tatsuki,ごまごま,公開,1999/8/29,時代推理小説　半七捕物帳（二）,光文社時代小説文庫、光文社,,1997（平成9）年3月20日第11刷,,,,
82,岡本 綺堂,1010,半七捕物帳 23 鬼娘,新字新仮名,,tatsuki,曽我部真弓,公開,1999/9/17,時代推理小説　半七捕物帳（二）,光文社時代小説文庫、光文社,,1997（平成9）年3月20日第11刷,,,,
82,岡本 綺堂,991,半七捕物帳 24 小女郎狐,新字新仮名,,tatsuki,菅野朋子,公開,1999/9/25,時代推理小説　半七捕物帳（二）,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,990,半七捕物帳 25 狐と僧,新字新仮名,,tatsuki,山本奈津恵,公開,1999/9/22,時代推理小説　半七捕物帳（二）,光文社時代小説文庫、光文社,,1997（平成9）年3月20日第11刷,,,,
82,岡本 綺堂,1011,半七捕物帳 26 女行者,新字新仮名,,tatsuki,おのしげひこ,公開,1999/9/28,時代推理小説　半七捕物帳（二）,光文社時代小説文庫、光文社,,1997（平成9）年3月20日第11刷,,,,
82,岡本 綺堂,960,半七捕物帳 27 化け銀杏,新字新仮名,,tatsuki,山本奈津恵,公開,1999/11/6,時代推理小説　半七捕物帳（二）,光文社時代小説文庫、光文社,,1997（平成9）年3月20日第11刷,,,,
82,岡本 綺堂,1026,半七捕物帳 28 雪達磨,新字新仮名,,網迫,おのしげひこ,公開,2000/7/6,時代推理小説　半七捕物帳（三）,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,992,半七捕物帳 29 熊の死骸,新字新仮名,,網迫,おのしげひこ,公開,2000/7/6,時代推理小説　半七捕物帳（三）,光文社時代小説文庫、光文社,,1997（平成9）年5月15日第11刷,,,,
82,岡本 綺堂,1042,半七捕物帳 30 あま酒売,新字新仮名,,網迫,おのしげひこ,公開,2000/10/19,時代推理小説　半七捕物帳（三）,光文社時代小説文庫、光文社,,1997（平成9）年5月15日第11刷,,,,
82,岡本 綺堂,1056,半七捕物帳 31 張子の虎,新字新仮名,,網迫,おのしげひこ,公開,2000/10/19,時代推理小説　半七捕物帳（三）,光文社時代小説文庫、光文社,1997（平成9）年5月15日第11刷,,,,,
82,岡本 綺堂,1112,半七捕物帳 32 海坊主,新字新仮名,,網迫,柳沢成雄,公開,2000/9/23,時代推理小説　半七捕物帳（三）,光文社時代小説文庫、光文社,,1997（平成9）年5月15日第11刷,,,,
82,岡本 綺堂,1105,半七捕物帳 33 旅絵師,新字新仮名,,網迫,柳沢成雄,公開,2000/9/23,時代推理小説　半七捕物帳（三）,光文社時代小説文庫、光文社,,1997（平成9）年5月15日第11刷,,,,
82,岡本 綺堂,1089,半七捕物帳 34 雷獣と蛇,新字新仮名,,網迫,藤田禎宏,公開,2000/8/22,時代推理小説　半七捕物帳（三）,光文社時代小説文庫、光文社,,1997（平成9）年5月15日第11刷,,,,
82,岡本 綺堂,1118,半七捕物帳 35 半七先生,新字新仮名,,網迫,藤田禎宏,公開,2000/8/22,時代推理小説　半七捕物帳（三）,光文社時代小説文庫、光文社,,1997（平成9）年5月15日第11刷,,,,
82,岡本 綺堂,1297,半七捕物帳 36 冬の金魚,新字新仮名,,網迫,ごまごま,公開,2000/12/21,時代推理小説　半七捕物帳（三）,光文社時代小説文庫、光文社,1997（平成9）年5月15日初版11刷,1997（平成9）年5月15日初版11刷,,,,
82,岡本 綺堂,2416,半七捕物帳 37 松茸,新字新仮名,,網迫,ごまごま,公開,2000/12/21,時代推理小説　半七捕物帳（三）,光文社時代小説文庫、光文社,,1997（平成9）年5月15日第11刷,,,,
82,岡本 綺堂,1082,半七捕物帳 38 人形使い,新字新仮名,,網迫,藤田禎宏,公開,2000/9/7,時代推理小説　半七捕物帳（三）,光文社時代小説文庫、光文社,,1997（平成9）年5月15日第11刷,,,,
82,岡本 綺堂,1099,半七捕物帳 39 少年少女の死,新字新仮名,,網迫,藤田禎宏,公開,2000/9/7,時代推理小説　半七捕物帳（三）,光文社時代小説文庫、光文社,,1997（平成9）年5月15日第11刷,,,,
82,岡本 綺堂,1065,半七捕物帳 40 異人の首,新字新仮名,,網迫,藤田禎宏,公開,2000/9/5,時代推理小説　半七捕物帳（三）,光文社時代小説文庫、光文社,,1997（平成9）年5月15日第11刷,,,,
82,岡本 綺堂,1062,半七捕物帳 41 一つ目小僧,新字新仮名,,網迫,藤田禎宏,公開,2000/9/5,時代推理小説　半七捕物帳（三）,光文社文庫、光文社,,1997（平成9）年5月15日第11刷,,,,
82,岡本 綺堂,996,半七捕物帳 42 仮面,新字新仮名,,tatsuki,小林繁雄,公開,1999/3/25,時代推理小説　半七捕物帳（四）,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,482,半七捕物帳 43 柳原堤の女,新字新仮名,,tatsuki,しず,公開,1999/12/3,時代推理小説　半七捕物帳（四）,光文社時代小説文庫、光文社,,1988（昭和63）年3月1日第2刷,,,,
82,岡本 綺堂,1000,半七捕物帳 44 むらさき鯉,新字新仮名,,tatsuki,おのしげひこ,公開,1999/12/27,時代推理小説　半七捕物帳（四）,光文社時代小説文庫、光文社,,1988（昭和63）年3月1日第2刷,,,,
82,岡本 綺堂,998,半七捕物帳 45 三つの声,新字新仮名,,tatsuki,小林繁雄,公開,1999/3/25,時代推理小説　半七捕物帳（四）,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,958,半七捕物帳 46 十五夜御用心,新字新仮名,,tatsuki,湯地光弘,公開,1999/12/30,時代推理小説　半七捕物帳（四）,光文社時代小説文庫、光文社,,1988（昭和63）年3月1日第2刷,,,,
82,岡本 綺堂,988,半七捕物帳 47 金の蝋燭,新字新仮名,,tatsuki,しず,公開,1999/12/13,時代推理小説　半七捕物帳（四）,光文社時代小説文庫、光文社,,1988（昭和63）年3月1日第2刷,,,,
82,岡本 綺堂,1028,半七捕物帳 48 ズウフラ怪談,新字新仮名,,tatsuki,しず,公開,2000/1/4,時代推理小説　半七捕物帳（四）,光文社時代小説文庫、光文社,,1988（昭和63）年3月1日第2刷,,,,
82,岡本 綺堂,1013,半七捕物帳 49 大阪屋花鳥,新字新仮名,,tatsuki,しず,公開,2000/1/17,時代推理小説　半七捕物帳（四）,光文社時代小説文庫、光文社,,1988（昭和63）年3月1日第2刷,,,,
82,岡本 綺堂,1017,半七捕物帳 50 正雪の絵馬,新字新仮名,,tatsuki,Ｔｏｍｏｋｏ．Ｉ,公開,2000/3/10,時代推理小説　半七捕物帳（四）,光文社時代小説文庫、光文社,,1988（昭和63）年3月1日第2刷,,,,
82,岡本 綺堂,1012,半七捕物帳 51 大森の鶏,新字新仮名,,tatsuki,はやしだかずこ,公開,2000/1/27,時代推理小説　半七捕物帳（四）,光文社時代小説文庫、光文社,,1997（平成9）年3月25日第9刷,,,,
82,岡本 綺堂,483,半七捕物帳 52 妖狐伝,新字新仮名,,tatsuki,菅野朋子,公開,2000/2/9,時代推理小説　半七捕物帳（四）,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,979,半七捕物帳 53 新カチカチ山,新字新仮名,,tatsuki,小林繁雄,公開,1999/4/11,時代推理小説　半七捕物帳（五）,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,1019,半七捕物帳 54 唐人飴,新字新仮名,,tatsuki,小林繁雄,公開,1999/4/24,時代推理小説　半七捕物帳（五）,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,981,半七捕物帳 55 かむろ蛇,新字新仮名,,tatsuki,小林繁雄,公開,1999/4/25,時代推理小説　半七捕物帳（五）,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,977,半七捕物帳 56 河豚太鼓,新字新仮名,,tatsuki,小林繁雄,公開,1999/5/11,時代推理小説　半七捕物帳（五）,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,1027,半七捕物帳 57 幽霊の観世物,新字新仮名,,tatsuki,小林繁雄,公開,1999/5/6,時代推理小説　半七捕物帳（五）,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,987,半七捕物帳 58 菊人形の昔,新字新仮名,,tatsuki,小林繁雄,公開,1999/5/22,時代推理小説　半七捕物帳（五）,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,982,半七捕物帳 59 蟹のお角,新字新仮名,,tatsuki,小林繁雄,公開,1999/5/30,時代推理小説　半七捕物帳（五）,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,475,半七捕物帳 60 青山の仇討,新字新仮名,,tatsuki,大野晋,公開,1999/4/26,時代推理小説　半七捕物帳（五）,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,989,半七捕物帳 61 吉良の脇指,新字新仮名,,tatsuki,大野晋,公開,1999/4/27,時代推理小説　半七捕物帳（五）,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,972,半七捕物帳 62 歩兵の髪切り,新字新仮名,,tatsuki,小林繁雄,公開,1999/6/5,時代推理小説　半七捕物帳（五）,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,985,半七捕物帳 63 川越次郎兵衛,新字新仮名,,tatsuki,菅野朋子,公開,2000/1/12,時代推理小説　半七捕物帳（六）,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,994,半七捕物帳 64 廻り灯籠,新字新仮名,,tatsuki,おのしげひこ,公開,1999/11/19,時代推理小説　半七捕物帳（六）,光文社時代小説文庫、光文社,,1997（平成9）年3月20日第7刷,,,,
82,岡本 綺堂,1025,半七捕物帳 65 夜叉神堂,新字新仮名,,tatsuki,小林繁雄,公開,1999/4/30,時代推理小説　半七捕物帳（六）,光文社時代小説文庫、光文社,,,,,,
82,岡本 綺堂,1296,半七捕物帳 66 地蔵は踊る,新字新仮名,,tatsuki,瀬戸さえ子,公開,2001/3/30,時代推理小説　半七捕物帳（六）,光文社時代小説文庫、光文社,,1997（平成9）年3月20日第7刷,,,,
82,岡本 綺堂,1022,半七捕物帳 67 薄雲の碁盤,新字新仮名,,tatsuki,山本奈津恵,公開,2000/2/3,時代推理小説　半七捕物帳（六）,光文社時代小説文庫、光文社,,1997（平成9）年3月20日第7刷,,,,
82,岡本 綺堂,1294,半七捕物帳 68 二人女房,新字新仮名,,A.Morimine,松永正敏,公開,2001/2/13,時代推理小説　半七捕物帳（六）,光文社時代小説文庫、光文社,1997（平成9）年3月25日8刷,,,,,
82,岡本 綺堂,964,半七捕物帳 69 白蝶怪,新字新仮名,,tatsuki,おのしげひこ,公開,2000/2/10,時代推理小説　半七捕物帳（六）,光文社時代小説文庫、光文社,,1997（平成9）年3月20日第7刷,,,,
82,岡本 綺堂,49532,半七捕物帳の思い出,新字新仮名,,川山隆,noriko saito,公開,2008/12/18,岡本綺堂随筆集,岩波文庫、岩波書店,2008（平成20）年5月23日第4刷,2008（平成20）年5月23日第4刷,,,,
82,岡本 綺堂,1309,番町皿屋敷,新字旧仮名,,和井府清十郎,小林繁雄,公開,2001/4/20,現代日本文學全集　56　小杉天外　小栗風葉　岡本綺堂　眞山青果集,筑摩書房,,1957（昭和32）年6月10日初版,,,,
82,岡本 綺堂,45617,番町皿屋敷,新字新仮名,,Hiroshi_O,門田裕志,公開,2012/7/18,怪奇・伝奇時代小説選集13　四谷怪談　他８編,春陽文庫、春陽堂書店,2000（平成12）年10月20日第1刷,2000（平成12）年10月20日第1刷,,,,
82,岡本 綺堂,49682,飛騨の怪談,新字新仮名,,川山隆,江村秀之,公開,2013/9/16,飛騨の怪談　新編　綺堂怪奇名作選,メディアファクトリー,2008（平成20）年3月5日初版第1刷,2008（平成20）年3月5日初版第1刷,,,,
82,岡本 綺堂,49531,火に追われて,新字新仮名,,川山隆,noriko saito,公開,2008/12/29,岡本綺堂随筆集,岩波文庫、岩波書店,2008（平成20）年5月23日第4刷,2008（平成20）年5月23日第4刷,,,,
82,岡本 綺堂,43577,百物語,新字新仮名,,網迫、土屋隆,小林繁雄、門田裕志,公開,2005/8/18,異妖の怪談集　岡本綺堂伝奇小説集　其ノ二,原書房,1999（平成11）年7月2日第1刷,1999（平成11）年7月2日第1刷,,,,
82,岡本 綺堂,45491,深見夫人の死,新字新仮名,,小林繁雄、門田裕志,松永正敏,公開,2006/12/6,鷲,光文社文庫、光文社,1990（平成2）年8月20日初版1刷,1990（平成2）年8月20日初版1刷,,,,
82,岡本 綺堂,49530,風呂を買うまで,新字新仮名,,川山隆,noriko saito,公開,2008/12/22,岡本綺堂随筆集,岩波文庫、岩波書店,2008（平成20）年5月23日第4刷,2008（平成20）年5月23日第4刷,,,,
82,岡本 綺堂,48021,平家蟹,新字新仮名,,川山隆,門田裕志,公開,2009/1/15,伝奇ノ匣2　岡本綺堂妖術伝奇集,学研Ｍ文庫、学習研究社,2002（平成14）年3月29日初版,2002（平成14）年3月29日初版,,,,
82,岡本 綺堂,49563,米国の松王劇,新字新仮名,,川山隆,noriko saito,公開,2008/12/26,岡本綺堂随筆集,岩波文庫、岩波書店,2008（平成20）年5月23日第4刷,2008（平成20）年5月23日第4刷,,,,
82,岡本 綺堂,45511,平造とお鶴,新字新仮名,,小林繁雄、門田裕志,花田泰治郎,公開,2006/6/25,蜘蛛の夢,光文社文庫、光文社,1990（平成2）年4月20日初版1刷,1990（平成2）年4月20日初版1刷,,,,
82,岡本 綺堂,49529,亡びゆく花,新字新仮名,,川山隆,noriko saito,公開,2008/12/22,岡本綺堂随筆集,岩波文庫、岩波書店,2008（平成20）年5月23日第4刷,2008（平成20）年5月23日第4刷,,,,
82,岡本 綺堂,45495,マレー俳優の死,新字新仮名,,小林繁雄、門田裕志,松永正敏,公開,2006/12/6,鷲,光文社文庫、光文社,1990（平成2）年8月20日初版1刷,1990（平成2）年8月20日初版1刷,,,,
82,岡本 綺堂,1304,三浦老人昔話,新字新仮名,,林田清明,小林繁雄、門田裕志,公開,2005/8/11,大衆文学大系7　岡本綺堂　菊池寛　久米正雄　集,講談社,1971（昭和46）年10月20日第1刷,1971（昭和46）年10月20日第1刷,,,,
82,岡本 綺堂,49528,三崎町の原,新字新仮名,,川山隆,noriko saito,公開,2008/12/22,岡本綺堂随筆集,岩波文庫、岩波書店,2008（平成20）年5月23日第4刷,2008（平成20）年5月23日第4刷,,,,
82,岡本 綺堂,477,箕輪心中,新字新仮名,,tatsuki,かとうかおり,公開,2000/6/15,江戸情話集,光文社時代小説文庫、光文社,1993（平成5）年12月20日初版1刷,,,,,
82,岡本 綺堂,49527,箕輪の心中,旧字旧仮名,,川山隆,門田裕志,公開,2011/5/20,修禅寺物語　正雪の二代目　他四篇,岩波文庫、岩波書店,2008（平成20）年2月21日第7刷,2008（平成20）年2月21日第7刷,,,,
82,岡本 綺堂,50705,明治演劇年表,新字新仮名,,川山隆,仙酔ゑびす,公開,2011/5/11,明治劇談　ランプの下にて,岩波文庫、岩波書店,2008（平成20）年2月15日第3刷,1993（平成5）年9月16日第1刷,,,,
82,岡本 綺堂,49526,明治劇談　ランプの下にて,新字新仮名,,川山隆,仙酔ゑびす,公開,2011/4/13,明治劇談　ランプの下にて,岩波文庫、岩波書店,2008（平成20）年2月15日第3刷,1993（平成5）年9月16日第1刷,,,,
82,岡本 綺堂,48020,明治時代の湯屋,新字新仮名,,川山隆,noriko saito,公開,2008/5/28,文藝別冊［総特集］岡本綺堂,河出書房新社,2004（平成16）年1月30日,2004（平成16）年1月30日,,,,
